,hour,minute,Carbon Intensity gCO₂eq/kWh (direct) median,Carbon Intensity gCO₂eq/kWh (direct) mean,Carbon Intensity gCO₂eq/kWh (direct) percentile_25,Carbon Intensity gCO₂eq/kWh (direct) percentile_75,Carbon Intensity gCO₂eq/kWh (LCA) median,Carbon Intensity gCO₂eq/kWh (LCA) mean,Carbon Intensity gCO₂eq/kWh (LCA) percentile_25,Carbon Intensity gCO₂eq/kWh (LCA) percentile_75,Low Carbon Percentage median,Low Carbon Percentage mean,Low Carbon Percentage percentile_25,Low Carbon Percentage percentile_75,Renewable Percentage median,Renewable Percentage mean,Renewable Percentage percentile_25,Renewable Percentage percentile_75
59,14,45,245.8175,249.58858333333333,207.83625,294.349375,317.30499999999995,323.7200555555556,272.39625,378.34812500000004,52.49125,50.43544444444444,41.31375,59.114375,49.72375,47.73661111111111,39.25,56.208125
60,15,0,250.20499999999998,253.02644444444445,210.0125,299.015,322.69,327.73400000000004,275.435,383.87,51.995000000000005,49.74088888888889,40.2725,58.5375,49.065,47.00355555555555,38.1925,55.432500000000005
61,15,15,257.5325,261.29558333333335,216.28937499999998,309.82000000000005,331.84749999999997,337.31188888888886,283.64375,397.2625,49.855000000000004,48.10680555555556,38.04,57.29125,47.35125,45.30002777777778,35.441874999999996,53.9525
62,15,30,264.225,269.56472222222226,223.46875,318.1575,340.365,346.8897777777778,290.81,407.33125,48.1,46.472722222222224,36.29125,55.94375,45.6175,43.5965,33.7825,53.125
63,15,45,269.5025,277.8338611111111,228.69625,329.401875,347.3725,356.4676666666667,297.6725,418.97249999999997,46.198750000000004,44.83863888888889,33.925625,54.593125,44.113749999999996,41.89297222222222,31.470625,52.14375
64,16,0,276.895,286.103,236.0375,342.33000000000004,354.715,366.04555555555555,305.9825,434.8175,45.03,43.20455555555555,31.4175,53.455,42.58,40.18944444444445,28.84,50.6975
65,16,15,288.35125000000005,293.81808333333333,245.70874999999998,350.284375,366.3,374.9602222222222,315.81,444.47875,43.21625,41.757777777777775,29.87125,51.374375,40.87875,38.74202777777778,26.935624999999998,48.578125
66,16,30,295.88,301.53316666666666,253.04125000000002,357.31625,377.435,383.87488888888885,324.40874999999994,451.78625,41.647499999999994,40.311,28.91,49.558749999999996,38.815,37.29461111111111,25.64875,46.379999999999995
67,16,45,305.135,309.24825,260.84062500000005,360.52437499999996,389.9425,392.7895555555555,333.723125,455.755625,39.88374999999999,38.86422222222222,27.895625000000003,48.296875,36.9875,35.84719444444444,25.17125,45.529375
68,17,0,313.795,316.96333333333337,267.7625,369.795,397.79,401.7042222222222,340.7,467.2475,38.715,37.41744444444445,26.5925,47.3,35.555,34.39977777777778,23.085,44.315
