0000,0015,0030,0045,0100,0115,0130,0145,0200,0215,0230,0245,0300,0315,0330,0345,0400,0415,0430,0445,0500,0515,0530,0545,0600,0615,0630,0645,0700,0715,0730,0745,0800,0815,0830,0845,0900,0915,0930,0945,1000,1015,1030,1045,1100,1115,1130,1145,1200,1215,1230,1245,1300,1315,1330,1345,1400,1415,1430,1445,1500,1515,1530,1545,1600,1615,1630,1645,1700,1715,1730,1745,1800,1815,1830,1845,1900,1915,1930,1945,2000,2015,2030,2045,2100,2115,2130,2145,2200,2215,2230,2245,2300,2315,2330,2345
12213,12200,12126,11995,11888,11786,11694,11619,11559,11537,11506,11454,11431,11414,11413,11405,11408,11435,11471,11495,11541,11623,11676,11730,11800,11936,12062,12157,12278,12442,12565,12659,12755,12763,12701,12605,12517,12397,12222,11999,11847,11741,11610,11502,11355,11203,11071,10986,10923,10807,10632,10481,10499,10609,10686,10677,10682,10681,10702,10648,10670,10743,10866,10976,11076,11164,11301,11460,11681,11961,12220,12360,12417,12374,12375,12439,12513,12613,12717,12834,12966,13049,13125,13166,13179,13232,13284,13286,13286,13217,13099,12955,12857,12810,12702,12530
12393,12293,12184,12067,11953,11861,11775,11658,11547,11494,11483,11437,11414,11394,11361,11339,11345,11371,11394,11404,11434,11482,11499,11511,11566,11702,11806,11860,11961,12151,12255,12289,12273,12196,12104,12000,11821,11572,11329,11106,10871,10644,10458,10347,10272,10206,10179,10232,10324,10287,10174,10167,10240,10271,10259,10174,10121,10086,10011,9900,9815,9736,9736,9832,9949,10174,10393,10616,10986,11413,11793,12065,12178,12200,12281,12386,12510,12624,12723,12846,12948,12995,13060,13099,13142,13178,13215,13243,13256,13190,13070,12909,12816,12813,12697,12508
11869,11713,11565,11408,11267,11168,11096,11025,10966,10927,10893,10853,10819,10785,10761,10739,10768,10755,10733,10739,10789,10824,10803,10820,10880,10941,10975,11006,11074,11221,11343,11489,11570,11614,11607,11594,11520,11361,11173,11038,10885,10696,10532,10388,10281,10165,10030,9922,9837,9770,9678,9632,9616,9652,9684,9694,9740,9817,9925,10056,10178,10288,10416,10596,10723,10838,11022,11235,11444,11640,11834,11998,12096,12039,12013,12073,12144,12216,12272,12333,12336,12359,12373,12422,12412,12430,12446,12425,12379,12338,12225,12085,11976,11904,11807,11640
11507,11414,11280,11148,11054,10993,10935,10855,10797,10753,10734,10726,10722,10716,10704,10691,10700,10702,10727,10742,10792,10825,10818,10823,10917,11017,11098,11143,11228,11325,11363,11385,11452,11471,11385,11303,11199,11016,10791,10594,10435,10275,10090,9902,9741,8331,9474,9417,9321,9149,8989,8914,8914,8897,8850,8782,8778,8853,8920,8907,8852,8843,8857,8918,8967,9058,9190,9390,9648,9964,10242,10501,10678,10819,10931,11018,11125,11282,11446,11628,11748,11830,11918,11994,12033,12105,12156,12183,12196,12181,12056,11894,11818,11768,11670,11539
11870,11825,11720,11562,11438,11334,11250,11165,11084,11036,10975,10901,10886,10861,10832,10810,10799,10800,10787,10761,10735,10713,10689,10635,10630,10671,10667,10657,10604,10597,10571,10518,10492,10478,10482,10468,10431,10376,10282,10186,10104,10034,9965,9896,9835,9764,9688,9586,9509,9402,9284,9176,9090,8997,8912,8873,8815,8739,8642,8589,8600,8594,8562,8534,8545,8656,8868,9075,9290,9518,9844,10137,10359,10533,10692,10826,10977,11152,11317,11461,11598,11644,11716,11803,11861,11909,11945,11982,12054,12107,12092,11989,11922,11875,11792,11665
11597,11629,11569,11436,11349,11253,11108,10980,10940,10927,10918,10885,10836,10842,10833,10779,10762,10787,10810,10820,10825,10811,10744,10669,10606,10549,10480,10349,10225,10088,9916,9747,9608,9438,9258,9076,8897,8757,8612,8449,8315,8175,7986,7772,7693,7619,7457,7292,7192,7066,6972,6905,6899,6909,6928,6896,6863,6774,6696,6677,6714,6784,6880,6998,7104,7320,7601,7861,8163,8529,8930,9256,9484,9703,9947,10133,10339,10595,10908,11180,11404,11559,11663,11729,11795,11882,11946,12000,12073,12109,12097,12022,11907,11806,11703,11556
11467,11455,11383,11240,11128,11080,11035,10985,10930,10893,10862,10806,10774,10786,10764,10723,10744,10792,10846,10870,10876,10904,10892,10921,11026,11120,11138,11178,11250,11366,11377,11367,11391,11374,11388,11404,11388,11346,11241,11137,11028,10909,10750,10560,10372,10245,10140,10074,10034,9959,9875,9729,9646,9609,9554,9498,9495,9508,9512,9484,9423,9373,9336,9332,9377,9526,10362,9931,10247,10528,10784,10952,10986,11034,11143,11368,11692,11908,12069,12225,12385,12506,12637,12720,12785,12854,12905,12950,12988,12987,12927,12778,12656,12560,12415,12235
12124,12108,12034,11896,11772,11679,11583,11501,11425,11384,11349,11289,11267,11255,11246,11245,11251,11266,11307,11343,11395,11464,11485,11529,11612,11731,11817,11855,11914,12020,12121,12185,12235,12212,12146,12035,11925,11777,11538,11218,10965,10749,10519,10323,10094,9902,9716,9568,9459,9350,9232,9069,9017,9043,9028,8930,8856,8838,8878,8880,8893,8925,9023,9142,9283,9422,9612,9843,10118,10459,10803,11056,11255,11313,11407,11565,11767,11976,12152,12333,12524,12686,12839,12950,13017,13036,13013,12992,13049,13076,13040,12919,12816,12761,12642,12456
12302,12205,12095,11973,11864,11776,11690,11576,11491,11456,11448,11417,11419,11422,11414,11412,11416,11421,11435,11450,11458,11478,11483,11509,11576,11695,11751,11778,11889,12111,12280,12366,12363,12290,12206,12139,12004,11797,11581,11373,11140,10922,10757,10629,10507,10383,10282,10239,10239,10157,9992,9903,9934,9945,9918,9856,9809,9743,9686,9642,9598,9573,9601,9720,9846,10050,10247,10429,10789,11198,11601,11916,12070,12099,12190,12329,12481,12629,12782,12934,13027,13081,13173,13267,13328,13355,13382,13414,13452,13397,13256,13084,13003,12955,12733,12514
