Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-01-01 00:00:00,Netherlands,Netherlands,NL,258.88,331.2,48.67,44.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 01:00:00,Netherlands,Netherlands,NL,268.96,343.8,46.57,42.46,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 02:00:00,Netherlands,Netherlands,NL,268.67,343.52,46.3,41.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 03:00:00,Netherlands,Netherlands,NL,259.63,332.48,47.99,42.11,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 04:00:00,Netherlands,Netherlands,NL,263.3,337.49,46.66,39.07,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 05:00:00,Netherlands,Netherlands,NL,249.66,320.86,49.47,40.9,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 06:00:00,Netherlands,Netherlands,NL,246.88,317.4,50.32,41.25,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 07:00:00,Netherlands,Netherlands,NL,247.31,318.05,49.96,38.97,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 08:00:00,Netherlands,Netherlands,NL,241.57,311.11,50.86,39.29,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 09:00:00,Netherlands,Netherlands,NL,191.89,253.72,60.88,51.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 10:00:00,Netherlands,Netherlands,NL,179.74,240.18,63.4,54.78,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 11:00:00,Netherlands,Netherlands,NL,178.52,238.93,63.78,56.68,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 12:00:00,Netherlands,Netherlands,NL,177.7,238.07,63.89,56.94,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 13:00:00,Netherlands,Netherlands,NL,180.29,240.89,63.35,56.33,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 14:00:00,Netherlands,Netherlands,NL,194.82,257.49,60.43,52.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 15:00:00,Netherlands,Netherlands,NL,237.92,306.74,51.77,43.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 16:00:00,Netherlands,Netherlands,NL,266.94,341.03,45.99,38.94,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 17:00:00,Netherlands,Netherlands,NL,264.3,336.56,47.82,41.78,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 18:00:00,Netherlands,Netherlands,NL,266.14,339.4,46.7,40.73,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 19:00:00,Netherlands,Netherlands,NL,255.87,326.76,49.16,43.29,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 20:00:00,Netherlands,Netherlands,NL,252.05,322.32,49.67,43.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 21:00:00,Netherlands,Netherlands,NL,254.51,325.19,49.55,44.04,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 22:00:00,Netherlands,Netherlands,NL,253.76,324.69,49.04,44.56,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 23:00:00,Netherlands,Netherlands,NL,243.73,312.91,50.73,46.12,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 00:00:00,Netherlands,Netherlands,NL,238.69,306.38,52.05,47.87,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 01:00:00,Netherlands,Netherlands,NL,243.75,312.23,50.74,47.11,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 02:00:00,Netherlands,Netherlands,NL,228.65,293.97,53.75,49.28,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 03:00:00,Netherlands,Netherlands,NL,223.32,287.7,54.75,48.66,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 04:00:00,Netherlands,Netherlands,NL,225.94,291.16,54.19,47.15,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 05:00:00,Netherlands,Netherlands,NL,221.38,285.94,55.09,47.76,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 06:00:00,Netherlands,Netherlands,NL,222.79,287.5,54.81,47.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 07:00:00,Netherlands,Netherlands,NL,223.84,288.55,54.59,47.8,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 08:00:00,Netherlands,Netherlands,NL,220.11,283.86,55.45,49.02,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 09:00:00,Netherlands,Netherlands,NL,186.98,246.5,62.37,56.66,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 10:00:00,Netherlands,Netherlands,NL,173.41,231.41,65.14,59.81,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 11:00:00,Netherlands,Netherlands,NL,172.12,230.26,65.46,61.05,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 12:00:00,Netherlands,Netherlands,NL,170.11,227.86,65.92,61.2,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 13:00:00,Netherlands,Netherlands,NL,179.22,238.73,63.94,58.92,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 14:00:00,Netherlands,Netherlands,NL,189.2,249.95,61.83,55.35,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 15:00:00,Netherlands,Netherlands,NL,220.96,285.83,55.46,47.58,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 16:00:00,Netherlands,Netherlands,NL,237.02,304.5,52.89,45.3,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 17:00:00,Netherlands,Netherlands,NL,240.22,308.44,52.27,46.19,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 18:00:00,Netherlands,Netherlands,NL,231.58,297.86,54.02,48.21,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 19:00:00,Netherlands,Netherlands,NL,229.52,295.28,54.28,48.12,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 20:00:00,Netherlands,Netherlands,NL,227.4,292.8,54.42,47.88,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 21:00:00,Netherlands,Netherlands,NL,227.43,292.56,54.16,47.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 22:00:00,Netherlands,Netherlands,NL,210.49,272.07,57.35,51.74,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-02 23:00:00,Netherlands,Netherlands,NL,213.54,275.27,57.1,52.74,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 00:00:00,Netherlands,Netherlands,NL,214.78,276.6,57.04,52.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 01:00:00,Netherlands,Netherlands,NL,219.11,282.05,55.77,50.14,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 02:00:00,Netherlands,Netherlands,NL,216.58,278.91,56.29,50.78,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 03:00:00,Netherlands,Netherlands,NL,209.2,270.45,57.6,51.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 04:00:00,Netherlands,Netherlands,NL,209.03,270.35,57.74,52.37,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 05:00:00,Netherlands,Netherlands,NL,216.84,280.22,56.06,49.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 06:00:00,Netherlands,Netherlands,NL,220.94,285.25,55.36,48.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 07:00:00,Netherlands,Netherlands,NL,229.57,294.34,55.05,50.67,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 08:00:00,Netherlands,Netherlands,NL,238.62,304.86,53.74,50.01,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 09:00:00,Netherlands,Netherlands,NL,207.06,270.7,58.65,54.99,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 10:00:00,Netherlands,Netherlands,NL,196.43,259.0,60.79,57.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 11:00:00,Netherlands,Netherlands,NL,195.87,258.83,60.77,58.67,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 12:00:00,Netherlands,Netherlands,NL,195.54,258.37,60.9,58.71,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 13:00:00,Netherlands,Netherlands,NL,199.21,262.46,60.27,58.12,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 14:00:00,Netherlands,Netherlands,NL,213.89,279.19,57.54,54.77,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 15:00:00,Netherlands,Netherlands,NL,252.76,323.28,50.4,46.97,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 16:00:00,Netherlands,Netherlands,NL,276.0,350.16,46.22,43.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 17:00:00,Netherlands,Netherlands,NL,278.55,353.55,45.38,42.79,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 18:00:00,Netherlands,Netherlands,NL,277.74,352.83,45.36,42.7,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 19:00:00,Netherlands,Netherlands,NL,272.85,345.92,47.26,44.32,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 20:00:00,Netherlands,Netherlands,NL,270.4,342.95,48.07,44.94,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 21:00:00,Netherlands,Netherlands,NL,266.54,338.02,49.21,45.96,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 22:00:00,Netherlands,Netherlands,NL,265.79,336.83,49.57,46.1,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-03 23:00:00,Netherlands,Netherlands,NL,267.38,338.03,49.74,45.99,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 00:00:00,Netherlands,Netherlands,NL,277.63,351.3,47.09,43.45,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 01:00:00,Netherlands,Netherlands,NL,289.06,367.06,43.42,39.13,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 02:00:00,Netherlands,Netherlands,NL,300.92,380.91,41.38,34.77,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 03:00:00,Netherlands,Netherlands,NL,310.57,392.98,39.18,32.03,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 04:00:00,Netherlands,Netherlands,NL,319.9,403.53,37.98,29.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 05:00:00,Netherlands,Netherlands,NL,326.84,412.21,36.19,29.42,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 06:00:00,Netherlands,Netherlands,NL,347.41,438.72,30.87,25.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 07:00:00,Netherlands,Netherlands,NL,385.52,482.51,25.81,21.36,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 08:00:00,Netherlands,Netherlands,NL,391.18,489.61,24.76,20.16,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 09:00:00,Netherlands,Netherlands,NL,328.28,416.18,37.11,33.46,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 10:00:00,Netherlands,Netherlands,NL,294.01,377.73,42.19,39.77,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 11:00:00,Netherlands,Netherlands,NL,284.73,365.84,44.89,42.52,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 12:00:00,Netherlands,Netherlands,NL,273.67,353.04,46.58,44.08,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 13:00:00,Netherlands,Netherlands,NL,272.59,351.46,46.61,44.17,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 14:00:00,Netherlands,Netherlands,NL,292.15,373.35,43.48,41.08,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 15:00:00,Netherlands,Netherlands,NL,326.07,412.25,36.56,33.9,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 16:00:00,Netherlands,Netherlands,NL,364.57,455.64,31.06,27.96,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 17:00:00,Netherlands,Netherlands,NL,360.17,451.9,30.52,27.51,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 18:00:00,Netherlands,Netherlands,NL,347.62,437.43,32.23,29.23,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 19:00:00,Netherlands,Netherlands,NL,336.14,422.62,35.18,32.06,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 20:00:00,Netherlands,Netherlands,NL,313.64,395.38,39.5,36.46,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 21:00:00,Netherlands,Netherlands,NL,303.58,378.58,45.37,41.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 22:00:00,Netherlands,Netherlands,NL,290.87,364.33,46.77,43.0,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-04 23:00:00,Netherlands,Netherlands,NL,272.29,343.04,49.22,45.52,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 00:00:00,Netherlands,Netherlands,NL,259.84,328.78,50.9,47.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 01:00:00,Netherlands,Netherlands,NL,250.43,316.82,53.31,49.57,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 02:00:00,Netherlands,Netherlands,NL,244.62,310.31,54.04,50.32,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 03:00:00,Netherlands,Netherlands,NL,243.32,308.76,54.21,50.61,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 04:00:00,Netherlands,Netherlands,NL,248.08,314.86,52.94,49.53,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 05:00:00,Netherlands,Netherlands,NL,252.63,320.11,52.17,48.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 06:00:00,Netherlands,Netherlands,NL,263.38,333.81,49.53,46.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 07:00:00,Netherlands,Netherlands,NL,269.44,341.47,48.12,45.36,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 08:00:00,Netherlands,Netherlands,NL,273.47,346.49,47.26,44.53,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 09:00:00,Netherlands,Netherlands,NL,233.87,301.46,54.84,52.49,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 10:00:00,Netherlands,Netherlands,NL,215.1,280.33,58.17,56.02,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 11:00:00,Netherlands,Netherlands,NL,208.04,272.53,59.28,57.22,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 12:00:00,Netherlands,Netherlands,NL,209.31,274.27,58.85,56.83,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 13:00:00,Netherlands,Netherlands,NL,213.24,278.53,58.24,56.17,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 14:00:00,Netherlands,Netherlands,NL,230.12,298.36,54.67,52.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 15:00:00,Netherlands,Netherlands,NL,264.37,337.7,47.9,45.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 16:00:00,Netherlands,Netherlands,NL,282.86,358.4,44.88,42.37,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 17:00:00,Netherlands,Netherlands,NL,281.96,356.74,45.59,42.92,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 18:00:00,Netherlands,Netherlands,NL,279.06,353.55,45.88,43.11,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 19:00:00,Netherlands,Netherlands,NL,273.58,346.15,47.71,44.68,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 20:00:00,Netherlands,Netherlands,NL,272.01,344.8,47.8,44.75,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 21:00:00,Netherlands,Netherlands,NL,272.61,343.54,49.52,46.13,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 22:00:00,Netherlands,Netherlands,NL,269.29,338.71,51.1,47.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-05 23:00:00,Netherlands,Netherlands,NL,270.4,342.16,49.23,45.52,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 00:00:00,Netherlands,Netherlands,NL,282.07,355.75,47.49,43.68,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 01:00:00,Netherlands,Netherlands,NL,298.69,374.27,45.63,41.52,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 02:00:00,Netherlands,Netherlands,NL,320.45,399.49,42.66,38.09,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 03:00:00,Netherlands,Netherlands,NL,338.5,419.83,40.51,35.77,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 04:00:00,Netherlands,Netherlands,NL,366.77,452.35,36.67,31.69,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 05:00:00,Netherlands,Netherlands,NL,383.06,473.22,32.07,27.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 06:00:00,Netherlands,Netherlands,NL,395.78,489.89,28.4,24.34,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 07:00:00,Netherlands,Netherlands,NL,406.52,501.76,27.22,23.22,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 08:00:00,Netherlands,Netherlands,NL,403.27,499.78,26.47,22.34,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 09:00:00,Netherlands,Netherlands,NL,336.33,424.11,37.49,34.23,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 10:00:00,Netherlands,Netherlands,NL,299.59,383.08,42.59,39.92,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 11:00:00,Netherlands,Netherlands,NL,276.62,357.21,45.43,43.08,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 12:00:00,Netherlands,Netherlands,NL,268.29,347.98,46.03,43.9,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 13:00:00,Netherlands,Netherlands,NL,271.79,352.03,45.15,43.03,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 14:00:00,Netherlands,Netherlands,NL,286.84,369.49,42.09,39.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 15:00:00,Netherlands,Netherlands,NL,321.9,409.49,35.13,32.78,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 16:00:00,Netherlands,Netherlands,NL,346.82,438.56,30.17,27.74,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 17:00:00,Netherlands,Netherlands,NL,335.77,423.86,33.31,30.74,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 18:00:00,Netherlands,Netherlands,NL,324.23,406.34,38.61,35.56,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 19:00:00,Netherlands,Netherlands,NL,296.18,371.65,44.7,41.5,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 20:00:00,Netherlands,Netherlands,NL,274.6,346.47,48.26,45.24,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 21:00:00,Netherlands,Netherlands,NL,265.08,334.72,50.27,47.23,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 22:00:00,Netherlands,Netherlands,NL,255.63,323.22,52.05,48.92,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-06 23:00:00,Netherlands,Netherlands,NL,251.35,316.99,53.64,50.2,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 00:00:00,Netherlands,Netherlands,NL,245.74,310.44,54.59,51.06,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 01:00:00,Netherlands,Netherlands,NL,241.68,306.27,54.64,51.22,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 02:00:00,Netherlands,Netherlands,NL,241.22,305.71,54.73,51.28,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 03:00:00,Netherlands,Netherlands,NL,242.51,308.28,53.48,50.25,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 04:00:00,Netherlands,Netherlands,NL,251.79,318.63,52.45,49.17,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 05:00:00,Netherlands,Netherlands,NL,261.65,332.1,49.16,46.26,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 06:00:00,Netherlands,Netherlands,NL,272.47,345.13,47.32,44.58,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 07:00:00,Netherlands,Netherlands,NL,284.77,359.94,45.09,42.43,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 08:00:00,Netherlands,Netherlands,NL,288.5,364.18,44.6,41.93,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 09:00:00,Netherlands,Netherlands,NL,245.97,315.49,52.87,50.55,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 10:00:00,Netherlands,Netherlands,NL,228.61,296.39,55.74,53.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 11:00:00,Netherlands,Netherlands,NL,221.91,288.92,56.81,54.76,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 12:00:00,Netherlands,Netherlands,NL,223.09,290.85,56.21,54.22,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 13:00:00,Netherlands,Netherlands,NL,229.11,298.2,54.86,52.82,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 14:00:00,Netherlands,Netherlands,NL,250.72,322.65,51.6,49.34,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 15:00:00,Netherlands,Netherlands,NL,284.83,361.5,45.01,42.58,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 16:00:00,Netherlands,Netherlands,NL,318.47,400.73,38.81,36.21,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 17:00:00,Netherlands,Netherlands,NL,319.81,400.11,40.52,37.66,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 18:00:00,Netherlands,Netherlands,NL,329.04,408.6,41.25,37.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 19:00:00,Netherlands,Netherlands,NL,335.58,416.07,40.5,36.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 20:00:00,Netherlands,Netherlands,NL,340.36,423.12,38.68,35.02,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 21:00:00,Netherlands,Netherlands,NL,335.7,419.91,37.53,33.98,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 22:00:00,Netherlands,Netherlands,NL,346.06,432.69,35.48,31.61,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-07 23:00:00,Netherlands,Netherlands,NL,338.44,420.32,39.75,35.3,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-08 00:00:00,Netherlands,Netherlands,NL,336.28,417.72,40.1,35.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-08 01:00:00,Netherlands,Netherlands,NL,337.14,417.13,41.43,36.72,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-08 02:00:00,Netherlands,Netherlands,NL,328.22,405.63,43.8,39.07,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-08 03:00:00,Netherlands,Netherlands,NL,337.8,418.53,40.98,36.26,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-08 04:00:00,Netherlands,Netherlands,NL,333.84,415.05,40.36,36.17,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-08 05:00:00,Netherlands,Netherlands,NL,335.49,416.19,40.8,36.58,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-08 06:00:00,Netherlands,Netherlands,NL,326.79,407.51,40.7,36.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
