Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-02-08 00:00:00,Netherlands,Netherlands,NL,244.17,310.26,53.43,49.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 01:00:00,Netherlands,Netherlands,NL,240.14,305.22,54.28,50.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 02:00:00,Netherlands,Netherlands,NL,234.06,298.45,54.85,51.24,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 03:00:00,Netherlands,Netherlands,NL,236.6,301.21,54.69,51.14,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 04:00:00,Netherlands,Netherlands,NL,245.6,311.96,53.17,49.66,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 05:00:00,Netherlands,Netherlands,NL,252.62,321.59,50.93,47.93,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 06:00:00,Netherlands,Netherlands,NL,264.96,336.67,48.52,45.75,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 07:00:00,Netherlands,Netherlands,NL,270.19,343.45,47.14,44.51,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 08:00:00,Netherlands,Netherlands,NL,239.41,308.38,53.18,50.83,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 09:00:00,Netherlands,Netherlands,NL,213.72,279.39,57.94,55.82,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 10:00:00,Netherlands,Netherlands,NL,202.25,266.27,60.07,58.03,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 11:00:00,Netherlands,Netherlands,NL,193.61,255.9,61.88,59.83,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 12:00:00,Netherlands,Netherlands,NL,195.16,257.83,61.54,59.51,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 13:00:00,Netherlands,Netherlands,NL,201.47,265.26,60.38,58.32,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 14:00:00,Netherlands,Netherlands,NL,209.92,274.97,58.85,56.77,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 15:00:00,Netherlands,Netherlands,NL,229.0,297.01,55.32,53.13,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 16:00:00,Netherlands,Netherlands,NL,271.39,346.19,46.97,44.54,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 17:00:00,Netherlands,Netherlands,NL,295.92,374.45,42.41,39.79,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 18:00:00,Netherlands,Netherlands,NL,295.76,374.48,42.28,39.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 19:00:00,Netherlands,Netherlands,NL,288.72,365.78,43.77,40.99,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 20:00:00,Netherlands,Netherlands,NL,274.92,348.72,46.68,43.69,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 21:00:00,Netherlands,Netherlands,NL,263.41,333.96,49.71,46.49,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 22:00:00,Netherlands,Netherlands,NL,260.13,329.92,50.6,47.15,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-08 23:00:00,Netherlands,Netherlands,NL,254.81,323.38,51.71,48.02,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 00:00:00,Netherlands,Netherlands,NL,254.21,322.47,51.64,47.87,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 01:00:00,Netherlands,Netherlands,NL,252.99,322.57,50.27,46.83,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 02:00:00,Netherlands,Netherlands,NL,248.45,316.62,51.56,47.94,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 03:00:00,Netherlands,Netherlands,NL,251.5,320.85,50.67,47.19,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 04:00:00,Netherlands,Netherlands,NL,257.57,328.04,49.62,46.26,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 05:00:00,Netherlands,Netherlands,NL,262.06,333.81,48.56,45.58,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 06:00:00,Netherlands,Netherlands,NL,269.96,342.61,47.74,44.96,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 07:00:00,Netherlands,Netherlands,NL,280.81,355.85,45.6,42.96,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 08:00:00,Netherlands,Netherlands,NL,250.71,321.89,51.34,49.01,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 09:00:00,Netherlands,Netherlands,NL,224.13,291.62,56.34,54.21,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 10:00:00,Netherlands,Netherlands,NL,214.55,281.05,57.93,55.87,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 11:00:00,Netherlands,Netherlands,NL,210.9,276.96,58.53,56.53,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 12:00:00,Netherlands,Netherlands,NL,213.92,280.74,57.85,55.88,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 13:00:00,Netherlands,Netherlands,NL,220.97,289.47,56.25,54.29,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 14:00:00,Netherlands,Netherlands,NL,235.22,306.34,53.68,51.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 15:00:00,Netherlands,Netherlands,NL,261.68,339.02,47.32,45.32,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 16:00:00,Netherlands,Netherlands,NL,319.81,406.48,36.75,34.3,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 17:00:00,Netherlands,Netherlands,NL,362.86,458.27,27.63,25.01,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 18:00:00,Netherlands,Netherlands,NL,371.22,467.87,26.62,23.82,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 19:00:00,Netherlands,Netherlands,NL,370.39,468.32,25.64,22.88,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 20:00:00,Netherlands,Netherlands,NL,371.02,468.75,25.91,22.99,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 21:00:00,Netherlands,Netherlands,NL,374.88,474.31,24.56,21.47,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 22:00:00,Netherlands,Netherlands,NL,366.11,461.85,27.91,24.5,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-09 23:00:00,Netherlands,Netherlands,NL,370.88,467.7,26.95,23.3,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 00:00:00,Netherlands,Netherlands,NL,369.08,465.58,27.21,23.52,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 01:00:00,Netherlands,Netherlands,NL,367.04,463.55,27.14,23.56,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 02:00:00,Netherlands,Netherlands,NL,366.18,462.89,26.9,23.34,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 03:00:00,Netherlands,Netherlands,NL,366.12,463.44,26.22,22.81,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 04:00:00,Netherlands,Netherlands,NL,381.18,481.74,23.24,19.99,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 05:00:00,Netherlands,Netherlands,NL,370.76,469.42,25.22,21.82,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 06:00:00,Netherlands,Netherlands,NL,370.36,469.1,25.14,21.86,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 07:00:00,Netherlands,Netherlands,NL,371.7,470.5,24.86,21.88,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 08:00:00,Netherlands,Netherlands,NL,328.78,419.38,34.58,32.2,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 09:00:00,Netherlands,Netherlands,NL,285.93,368.99,43.16,40.89,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 10:00:00,Netherlands,Netherlands,NL,262.76,342.12,47.18,44.97,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 11:00:00,Netherlands,Netherlands,NL,257.03,335.37,48.07,46.08,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 12:00:00,Netherlands,Netherlands,NL,252.38,329.22,49.31,47.33,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 13:00:00,Netherlands,Netherlands,NL,253.05,330.0,48.94,47.04,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 14:00:00,Netherlands,Netherlands,NL,261.02,339.33,47.34,45.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 15:00:00,Netherlands,Netherlands,NL,271.76,351.54,45.2,43.25,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 16:00:00,Netherlands,Netherlands,NL,316.07,403.18,36.33,34.15,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 17:00:00,Netherlands,Netherlands,NL,339.72,430.47,31.54,29.22,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 18:00:00,Netherlands,Netherlands,NL,333.29,422.15,33.33,30.78,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 19:00:00,Netherlands,Netherlands,NL,321.64,405.28,38.09,35.08,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 20:00:00,Netherlands,Netherlands,NL,310.21,392.27,39.51,36.49,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 21:00:00,Netherlands,Netherlands,NL,298.29,377.0,42.5,39.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 22:00:00,Netherlands,Netherlands,NL,285.96,361.87,44.94,41.61,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-10 23:00:00,Netherlands,Netherlands,NL,277.13,349.2,48.3,44.62,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 00:00:00,Netherlands,Netherlands,NL,267.64,338.62,49.22,45.64,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 01:00:00,Netherlands,Netherlands,NL,259.37,331.75,47.63,44.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 02:00:00,Netherlands,Netherlands,NL,251.14,321.64,49.16,46.22,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 03:00:00,Netherlands,Netherlands,NL,245.13,314.26,50.44,47.51,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 04:00:00,Netherlands,Netherlands,NL,251.4,321.98,49.33,46.53,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 05:00:00,Netherlands,Netherlands,NL,261.76,334.69,47.26,44.7,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 06:00:00,Netherlands,Netherlands,NL,273.29,348.85,44.78,42.45,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 07:00:00,Netherlands,Netherlands,NL,278.83,354.37,44.91,42.59,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 08:00:00,Netherlands,Netherlands,NL,243.7,313.64,52.42,50.28,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 09:00:00,Netherlands,Netherlands,NL,215.84,281.44,58.0,55.85,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 10:00:00,Netherlands,Netherlands,NL,204.33,268.15,60.32,58.1,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 11:00:00,Netherlands,Netherlands,NL,202.62,266.35,60.69,58.5,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 12:00:00,Netherlands,Netherlands,NL,210.3,276.43,58.52,56.46,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 13:00:00,Netherlands,Netherlands,NL,219.2,287.3,56.72,54.72,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 14:00:00,Netherlands,Netherlands,NL,236.63,308.74,52.82,50.84,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 15:00:00,Netherlands,Netherlands,NL,275.38,356.01,44.57,42.58,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 16:00:00,Netherlands,Netherlands,NL,350.67,444.61,30.4,28.03,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 17:00:00,Netherlands,Netherlands,NL,400.08,503.04,20.66,18.05,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 18:00:00,Netherlands,Netherlands,NL,405.37,510.26,18.93,16.29,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 19:00:00,Netherlands,Netherlands,NL,407.94,513.32,18.47,15.69,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 20:00:00,Netherlands,Netherlands,NL,402.99,508.08,18.97,16.22,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 21:00:00,Netherlands,Netherlands,NL,399.58,503.79,19.65,16.9,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 22:00:00,Netherlands,Netherlands,NL,385.45,486.3,22.55,19.69,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-11 23:00:00,Netherlands,Netherlands,NL,368.9,466.27,25.7,22.65,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 00:00:00,Netherlands,Netherlands,NL,349.93,442.22,30.25,26.83,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 01:00:00,Netherlands,Netherlands,NL,344.31,431.88,34.46,30.51,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 02:00:00,Netherlands,Netherlands,NL,337.89,421.37,38.16,33.74,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 03:00:00,Netherlands,Netherlands,NL,324.01,403.94,41.49,36.81,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 04:00:00,Netherlands,Netherlands,NL,316.61,392.29,45.36,40.25,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 05:00:00,Netherlands,Netherlands,NL,309.83,383.88,46.78,41.9,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 06:00:00,Netherlands,Netherlands,NL,308.66,384.95,44.71,40.56,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 07:00:00,Netherlands,Netherlands,NL,297.33,373.29,45.13,41.31,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 08:00:00,Netherlands,Netherlands,NL,239.42,308.83,54.22,51.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 09:00:00,Netherlands,Netherlands,NL,193.82,255.4,63.12,60.36,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 10:00:00,Netherlands,Netherlands,NL,173.92,230.93,68.25,65.32,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 11:00:00,Netherlands,Netherlands,NL,160.99,216.34,69.84,67.08,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 12:00:00,Netherlands,Netherlands,NL,157.2,212.06,70.34,67.61,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 13:00:00,Netherlands,Netherlands,NL,171.02,229.44,66.36,63.94,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 14:00:00,Netherlands,Netherlands,NL,184.04,244.52,63.97,61.53,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 15:00:00,Netherlands,Netherlands,NL,213.86,277.03,60.43,57.73,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 16:00:00,Netherlands,Netherlands,NL,258.7,329.68,50.97,48.28,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 17:00:00,Netherlands,Netherlands,NL,283.95,358.4,45.99,43.04,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 18:00:00,Netherlands,Netherlands,NL,276.83,349.59,47.62,44.53,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 19:00:00,Netherlands,Netherlands,NL,268.81,340.37,48.74,45.63,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 20:00:00,Netherlands,Netherlands,NL,257.54,327.41,50.32,47.11,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 21:00:00,Netherlands,Netherlands,NL,253.75,322.79,51.17,47.81,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 22:00:00,Netherlands,Netherlands,NL,247.45,314.97,52.59,49.07,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-12 23:00:00,Netherlands,Netherlands,NL,243.73,311.44,52.5,48.98,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 00:00:00,Netherlands,Netherlands,NL,241.17,308.6,52.66,49.16,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 01:00:00,Netherlands,Netherlands,NL,237.47,304.28,53.28,49.72,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 02:00:00,Netherlands,Netherlands,NL,235.48,302.01,53.54,50.0,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 03:00:00,Netherlands,Netherlands,NL,221.54,283.24,58.24,54.15,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 04:00:00,Netherlands,Netherlands,NL,224.14,286.57,57.59,53.53,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 05:00:00,Netherlands,Netherlands,NL,224.36,286.67,57.69,53.64,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 06:00:00,Netherlands,Netherlands,NL,238.7,305.65,52.47,48.84,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 07:00:00,Netherlands,Netherlands,NL,241.89,310.1,51.4,47.32,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 08:00:00,Netherlands,Netherlands,NL,195.58,257.3,60.92,58.14,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 09:00:00,Netherlands,Netherlands,NL,167.31,224.25,67.62,64.8,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 10:00:00,Netherlands,Netherlands,NL,160.36,216.46,68.71,66.09,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 11:00:00,Netherlands,Netherlands,NL,157.62,213.4,69.14,66.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 12:00:00,Netherlands,Netherlands,NL,154.78,209.93,69.85,67.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 13:00:00,Netherlands,Netherlands,NL,164.08,221.26,67.45,65.02,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 14:00:00,Netherlands,Netherlands,NL,176.37,235.73,64.67,61.31,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 15:00:00,Netherlands,Netherlands,NL,188.6,249.47,62.38,58.12,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 16:00:00,Netherlands,Netherlands,NL,225.85,291.87,55.49,51.02,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 17:00:00,Netherlands,Netherlands,NL,262.52,334.43,48.12,44.64,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 18:00:00,Netherlands,Netherlands,NL,264.5,337.63,47.02,44.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 19:00:00,Netherlands,Netherlands,NL,257.86,329.55,48.24,44.99,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 20:00:00,Netherlands,Netherlands,NL,253.03,323.64,49.18,46.18,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 21:00:00,Netherlands,Netherlands,NL,247.18,316.47,50.4,47.44,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 22:00:00,Netherlands,Netherlands,NL,230.81,295.59,54.82,51.4,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-13 23:00:00,Netherlands,Netherlands,NL,240.88,308.78,51.51,48.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 00:00:00,Netherlands,Netherlands,NL,234.69,301.17,52.73,49.7,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 01:00:00,Netherlands,Netherlands,NL,234.12,300.45,52.88,49.55,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 02:00:00,Netherlands,Netherlands,NL,233.89,300.1,52.93,49.15,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 03:00:00,Netherlands,Netherlands,NL,235.35,301.94,52.63,48.68,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 04:00:00,Netherlands,Netherlands,NL,240.61,308.38,51.59,47.31,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 05:00:00,Netherlands,Netherlands,NL,256.18,327.36,48.44,45.69,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 06:00:00,Netherlands,Netherlands,NL,273.08,348.2,44.99,42.49,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 07:00:00,Netherlands,Netherlands,NL,281.99,359.08,43.28,40.94,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 08:00:00,Netherlands,Netherlands,NL,244.14,315.93,50.88,48.88,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 09:00:00,Netherlands,Netherlands,NL,222.59,291.23,55.16,53.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 10:00:00,Netherlands,Netherlands,NL,210.08,276.63,57.66,55.78,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 11:00:00,Netherlands,Netherlands,NL,201.75,266.71,59.33,57.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 12:00:00,Netherlands,Netherlands,NL,195.5,259.39,60.42,58.49,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 13:00:00,Netherlands,Netherlands,NL,192.48,255.5,61.21,59.21,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 14:00:00,Netherlands,Netherlands,NL,201.07,265.63,59.47,57.48,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 15:00:00,Netherlands,Netherlands,NL,219.82,286.9,56.38,54.28,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 16:00:00,Netherlands,Netherlands,NL,258.23,332.48,47.95,45.82,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 17:00:00,Netherlands,Netherlands,NL,291.71,370.71,41.66,39.27,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 18:00:00,Netherlands,Netherlands,NL,289.47,366.47,43.48,40.84,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 19:00:00,Netherlands,Netherlands,NL,286.34,362.72,44.0,41.25,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 20:00:00,Netherlands,Netherlands,NL,286.0,362.96,43.52,40.73,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 21:00:00,Netherlands,Netherlands,NL,282.8,358.77,44.51,41.6,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 22:00:00,Netherlands,Netherlands,NL,280.76,356.57,44.66,41.67,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-14 23:00:00,Netherlands,Netherlands,NL,281.01,355.93,45.61,42.25,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-15 00:00:00,Netherlands,Netherlands,NL,285.52,360.79,45.29,41.69,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-15 01:00:00,Netherlands,Netherlands,NL,293.57,371.61,42.77,39.18,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-15 02:00:00,Netherlands,Netherlands,NL,293.6,372.41,42.07,38.55,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-15 03:00:00,Netherlands,Netherlands,NL,301.75,382.63,40.22,36.5,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-15 04:00:00,Netherlands,Netherlands,NL,296.95,377.52,40.41,36.34,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-15 05:00:00,Netherlands,Netherlands,NL,319.39,405.5,35.6,32.54,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-02-15 06:00:00,Netherlands,Netherlands,NL,319.21,405.71,35.5,32.53,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
