,Solar,Wind Offshore,Wind Onshore,Forecasted Load,Actual Load
2018-12-01 00:00:00+01:00,0.0,600.0,1624.0,12049.0,12051.0
2018-12-01 00:15:00+01:00,0.0,600.0,1628.0,11922.0,11843.0
2018-12-01 00:30:00+01:00,0.0,601.0,1627.0,11768.0,11721.0
2018-12-01 00:45:00+01:00,0.0,603.0,1624.0,11592.0,11545.0
2018-12-01 01:00:00+01:00,0.0,604.0,1625.0,11436.0,11475.0
2018-12-01 01:15:00+01:00,0.0,605.0,1624.0,11308.0,11404.0
2018-12-01 01:30:00+01:00,0.0,606.0,1624.0,11198.0,11194.0
2018-12-01 01:45:00+01:00,0.0,608.0,1626.0,11075.0,11087.0
2018-12-01 02:00:00+01:00,0.0,609.0,1626.0,10971.0,11019.0
2018-12-01 02:15:00+01:00,0.0,610.0,1629.0,10903.0,10936.0
2018-12-01 02:30:00+01:00,0.0,611.0,1635.0,10838.0,10861.0
2018-12-01 02:45:00+01:00,0.0,611.0,1641.0,10721.0,10818.0
2018-12-01 03:00:00+01:00,0.0,612.0,1649.0,10621.0,10757.0
2018-12-01 03:15:00+01:00,0.0,611.0,1649.0,10583.0,10736.0
2018-12-01 03:30:00+01:00,0.0,608.0,1648.0,10538.0,10672.0
2018-12-01 03:45:00+01:00,0.0,605.0,1645.0,10467.0,10652.0
2018-12-01 04:00:00+01:00,0.0,602.0,1643.0,10454.0,10691.0
2018-12-01 04:15:00+01:00,0.0,600.0,1640.0,10500.0,10701.0
2018-12-01 04:30:00+01:00,0.0,599.0,1637.0,10509.0,10715.0
2018-12-01 04:45:00+01:00,0.0,597.0,1633.0,10484.0,10725.0
2018-12-01 05:00:00+01:00,0.0,595.0,1630.0,10508.0,10745.0
2018-12-01 05:15:00+01:00,0.0,590.0,1615.0,10575.0,10816.0
2018-12-01 05:30:00+01:00,0.0,580.0,1591.0,10647.0,10832.0
2018-12-01 05:45:00+01:00,0.0,570.0,1566.0,10752.0,10937.0
2018-12-01 06:00:00+01:00,0.0,561.0,1541.0,10950.0,11109.0
2018-12-01 06:15:00+01:00,0.0,559.0,1528.0,11223.0,11258.0
2018-12-01 06:30:00+01:00,0.0,565.0,1525.0,11390.0,11389.0
2018-12-01 06:45:00+01:00,0.0,570.0,1521.0,11557.0,11621.0
2018-12-01 07:00:00+01:00,0.0,576.0,1518.0,11795.0,11945.0
2018-12-01 07:15:00+01:00,2.0,582.0,1524.0,12122.0,12264.0
2018-12-01 07:30:00+01:00,4.0,588.0,1540.0,12465.0,12560.0
2018-12-01 07:45:00+01:00,6.0,595.0,1553.0,12732.0,12851.0
2018-12-01 08:00:00+01:00,8.0,601.0,1568.0,12961.0,13097.0
2018-12-01 08:15:00+01:00,57.0,607.0,1581.0,13220.0,13279.0
2018-12-01 08:30:00+01:00,106.0,613.0,1592.0,13496.0,13528.0
2018-12-01 08:45:00+01:00,155.0,619.0,1604.0,13831.0,13735.0
2018-12-01 09:00:00+01:00,205.0,625.0,1615.0,14144.0,13897.0
2018-12-01 09:15:00+01:00,210.0,628.0,1636.0,14357.0,14040.0
2018-12-01 09:30:00+01:00,215.0,628.0,1663.0,14552.0,14117.0
2018-12-01 09:45:00+01:00,220.0,629.0,1690.0,14679.0,14156.0
2018-12-01 10:00:00+01:00,225.0,630.0,1721.0,14784.0,14110.0
2018-12-01 10:15:00+01:00,215.0,637.0,1744.0,14861.0,14135.0
2018-12-01 10:30:00+01:00,205.0,650.0,1766.0,14863.0,14149.0
2018-12-01 10:45:00+01:00,195.0,663.0,1787.0,14833.0,14231.0
2018-12-01 11:00:00+01:00,185.0,676.0,1806.0,14807.0,14233.0
2018-12-01 11:15:00+01:00,171.0,683.0,1826.0,14818.0,14270.0
2018-12-01 11:30:00+01:00,158.0,684.0,1849.0,14831.0,14244.0
2018-12-01 11:45:00+01:00,144.0,685.0,1870.0,14849.0,14255.0
2018-12-01 12:00:00+01:00,131.0,686.0,1893.0,14867.0,14241.0
2018-12-01 12:15:00+01:00,118.0,689.0,1916.0,14839.0,14247.0
2018-12-01 12:30:00+01:00,105.0,694.0,1945.0,14759.0,14184.0
2018-12-01 12:45:00+01:00,92.0,699.0,1972.0,14623.0,14190.0
2018-12-01 13:00:00+01:00,78.0,704.0,2000.0,14599.0,14200.0
2018-12-01 13:15:00+01:00,69.0,712.0,2032.0,14592.0,14231.0
2018-12-01 13:30:00+01:00,59.0,724.0,2072.0,14567.0,14223.0
2018-12-01 13:45:00+01:00,49.0,735.0,2112.0,14578.0,14233.0
2018-12-01 14:00:00+01:00,39.0,746.0,2151.0,14572.0,14211.0
2018-12-01 14:15:00+01:00,32.0,755.0,2198.0,14574.0,14212.0
2018-12-01 14:30:00+01:00,26.0,762.0,2256.0,14629.0,14205.0
2018-12-01 14:45:00+01:00,20.0,768.0,2314.0,14657.0,14241.0
2018-12-01 15:00:00+01:00,13.0,774.0,2372.0,14712.0,14227.0
2018-12-01 15:15:00+01:00,10.0,781.0,2429.0,14773.0,14232.0
2018-12-01 15:30:00+01:00,7.0,787.0,2482.0,14897.0,14281.0
2018-12-01 15:45:00+01:00,5.0,792.0,2539.0,15018.0,14329.0
2018-12-01 16:00:00+01:00,2.0,798.0,2591.0,15073.0,14378.0
2018-12-01 16:15:00+01:00,1.0,804.0,2637.0,15130.0,14598.0
2018-12-01 16:30:00+01:00,1.0,809.0,2673.0,15302.0,14938.0
2018-12-01 16:45:00+01:00,0.0,814.0,2709.0,15545.0,15360.0
2018-12-01 17:00:00+01:00,0.0,819.0,2742.0,15688.0,15422.0
2018-12-01 17:15:00+01:00,0.0,821.0,2772.0,15609.0,15496.0
2018-12-01 17:30:00+01:00,0.0,822.0,2797.0,15783.0,15569.0
2018-12-01 17:45:00+01:00,0.0,823.0,2822.0,15800.0,15521.0
2018-12-01 18:00:00+01:00,0.0,824.0,2848.0,15507.0,15142.0
2018-12-01 18:15:00+01:00,0.0,824.0,2860.0,14903.0,15006.0
2018-12-01 18:30:00+01:00,0.0,823.0,2857.0,14660.0,14800.0
2018-12-01 18:45:00+01:00,0.0,822.0,2857.0,14481.0,14699.0
2018-12-01 19:00:00+01:00,0.0,820.0,2856.0,14412.0,14525.0
2018-12-01 19:15:00+01:00,0.0,819.0,2848.0,14366.0,14376.0
2018-12-01 19:30:00+01:00,0.0,816.0,2832.0,14276.0,14261.0
2018-12-01 19:45:00+01:00,0.0,814.0,2818.0,14176.0,14146.0
2018-12-01 20:00:00+01:00,0.0,812.0,2804.0,14133.0,13943.0
2018-12-01 20:15:00+01:00,0.0,808.0,2787.0,14047.0,13791.0
2018-12-01 20:30:00+01:00,0.0,803.0,2767.0,13913.0,13608.0
2018-12-01 20:45:00+01:00,0.0,798.0,2747.0,13722.0,13429.0
2018-12-01 21:00:00+01:00,0.0,794.0,2729.0,13562.0,13221.0
2018-12-01 21:15:00+01:00,0.0,788.0,2705.0,13445.0,13083.0
2018-12-01 21:30:00+01:00,0.0,781.0,2672.0,13278.0,12908.0
2018-12-01 21:45:00+01:00,0.0,774.0,2642.0,13057.0,12775.0
2018-12-01 22:00:00+01:00,0.0,767.0,2610.0,12856.0,12574.0
2018-12-01 22:15:00+01:00,0.0,762.0,2583.0,12677.0,12405.0
2018-12-01 22:30:00+01:00,0.0,759.0,2561.0,12481.0,12239.0
2018-12-01 22:45:00+01:00,0.0,756.0,2539.0,12248.0,12087.0
2018-12-01 23:00:00+01:00,0.0,752.0,2519.0,12074.0,11913.0
2018-12-01 23:15:00+01:00,0.0,750.0,2504.0,11952.0,11765.0
2018-12-01 23:30:00+01:00,0.0,750.0,2496.0,11738.0,11567.0
2018-12-01 23:45:00+01:00,0.0,749.0,2485.0,11476.0,11379.0
2018-12-02 00:00:00+01:00,0.0,741.0,2398.0,11339.0,11294.0
2018-12-02 00:15:00+01:00,0.0,734.0,2369.0,11274.0,11198.0
2018-12-02 00:30:00+01:00,0.0,723.0,2337.0,11159.0,11109.0
2018-12-02 00:45:00+01:00,0.0,712.0,2306.0,11068.0,10938.0
2018-12-02 01:00:00+01:00,0.0,701.0,2272.0,10929.0,10877.0
2018-12-02 01:15:00+01:00,0.0,695.0,2241.0,10882.0,10795.0
2018-12-02 01:30:00+01:00,0.0,692.0,2209.0,10816.0,10647.0
2018-12-02 01:45:00+01:00,0.0,690.0,2178.0,10680.0,10536.0
2018-12-02 02:00:00+01:00,0.0,687.0,2146.0,10564.0,10495.0
2018-12-02 02:15:00+01:00,0.0,680.0,2114.0,10520.0,10402.0
2018-12-02 02:30:00+01:00,0.0,667.0,2087.0,10448.0,10330.0
2018-12-02 02:45:00+01:00,0.0,655.0,2057.0,10359.0,10261.0
2018-12-02 03:00:00+01:00,0.0,642.0,2027.0,10318.0,10217.0
2018-12-02 03:15:00+01:00,0.0,635.0,2012.0,10349.0,10216.0
2018-12-02 03:30:00+01:00,0.0,634.0,2009.0,10333.0,10161.0
2018-12-02 03:45:00+01:00,0.0,633.0,2009.0,10281.0,10137.0
2018-12-02 04:00:00+01:00,0.0,632.0,2008.0,10263.0,10135.0
2018-12-02 04:15:00+01:00,0.0,638.0,2025.0,10284.0,10125.0
2018-12-02 04:30:00+01:00,0.0,653.0,2059.0,10307.0,10134.0
2018-12-02 04:45:00+01:00,0.0,667.0,2094.0,10307.0,10183.0
2018-12-02 05:00:00+01:00,0.0,682.0,2128.0,10310.0,10227.0
2018-12-02 05:15:00+01:00,0.0,691.0,2139.0,10349.0,10247.0
2018-12-02 05:30:00+01:00,0.0,694.0,2129.0,10416.0,10262.0
2018-12-02 05:45:00+01:00,0.0,697.0,2116.0,10499.0,10313.0
2018-12-02 06:00:00+01:00,0.0,700.0,2106.0,10600.0,10459.0
2018-12-02 06:15:00+01:00,0.0,711.0,2123.0,10712.0,10549.0
2018-12-02 06:30:00+01:00,0.0,731.0,2169.0,10831.0,10636.0
2018-12-02 06:45:00+01:00,0.0,750.0,2212.0,10952.0,10766.0
2018-12-02 07:00:00+01:00,0.0,770.0,2260.0,11072.0,10944.0
2018-12-02 07:15:00+01:00,2.0,784.0,2304.0,11276.0,11123.0
