,Solar,Wind Offshore,Wind Onshore,Forecasted Load,Actual Load
2016-09-01 00:00:00+02:00,0.0,64.0,293.0,12577.0,11567.0
2016-09-01 00:15:00+02:00,0.0,63.0,299.0,12308.0,11320.0
2016-09-01 00:30:00+02:00,0.0,62.0,302.0,12076.0,11037.0
2016-09-01 00:45:00+02:00,0.0,61.0,300.0,11883.0,10852.0
2016-09-01 01:00:00+02:00,0.0,59.0,305.0,11682.0,10687.0
2016-09-01 01:15:00+02:00,0.0,58.0,304.0,11512.0,10596.0
2016-09-01 01:30:00+02:00,0.0,56.0,303.0,11368.0,10480.0
2016-09-01 01:45:00+02:00,0.0,55.0,304.0,11244.0,10370.0
2016-09-01 02:00:00+02:00,0.0,57.0,346.0,11132.0,10335.0
2016-09-01 02:15:00+02:00,0.0,55.0,344.0,11017.0,10282.0
2016-09-01 02:30:00+02:00,0.0,54.0,340.0,10953.0,10268.0
2016-09-01 02:45:00+02:00,0.0,53.0,336.0,10907.0,10214.0
2016-09-01 03:00:00+02:00,0.0,52.0,332.0,10866.0,10229.0
2016-09-01 03:15:00+02:00,0.0,51.0,328.0,10841.0,10206.0
2016-09-01 03:30:00+02:00,0.0,50.0,325.0,10827.0,10150.0
2016-09-01 03:45:00+02:00,0.0,49.0,322.0,10808.0,10142.0
2016-09-01 04:00:00+02:00,0.0,48.0,319.0,10806.0,10153.0
2016-09-01 04:15:00+02:00,0.0,46.0,311.0,10804.0,10175.0
2016-09-01 04:30:00+02:00,0.0,43.0,297.0,10824.0,10212.0
2016-09-01 04:45:00+02:00,0.0,39.0,285.0,10846.0,10249.0
2016-09-01 05:00:00+02:00,0.0,36.0,275.0,10927.0,10338.0
2016-09-01 05:15:00+02:00,0.0,35.0,265.0,11016.0,10447.0
2016-09-01 05:30:00+02:00,0.0,36.0,257.0,11153.0,10628.0
2016-09-01 05:45:00+02:00,0.0,36.0,250.0,11366.0,10865.0
2016-09-01 06:00:00+02:00,0.0,37.0,242.0,11620.0,11238.0
2016-09-01 06:15:00+02:00,0.0,36.0,235.0,11875.0,11648.0
2016-09-01 06:30:00+02:00,0.0,33.0,227.0,12100.0,11837.0
2016-09-01 06:45:00+02:00,0.0,30.0,219.0,12377.0,12043.0
2016-09-01 07:00:00+02:00,0.0,27.0,212.0,12722.0,12610.0
2016-09-01 07:15:00+02:00,10.0,26.0,207.0,13039.0,13053.0
2016-09-01 07:30:00+02:00,21.0,28.0,206.0,13420.0,13445.0
2016-09-01 07:45:00+02:00,31.0,30.0,203.0,13749.0,13847.0
2016-09-01 08:00:00+02:00,41.0,31.0,204.0,14088.0,14174.0
2016-09-01 08:15:00+02:00,69.0,32.0,201.0,14368.0,14475.0
2016-09-01 08:30:00+02:00,96.0,33.0,201.0,14601.0,14689.0
2016-09-01 08:45:00+02:00,123.0,33.0,202.0,14835.0,14876.0
2016-09-01 09:00:00+02:00,150.0,33.0,200.0,15001.0,15009.0
2016-09-01 09:15:00+02:00,178.0,34.0,200.0,15099.0,15067.0
2016-09-01 09:30:00+02:00,205.0,34.0,199.0,15176.0,15100.0
2016-09-01 09:45:00+02:00,233.0,34.0,199.0,15306.0,15215.0
2016-09-01 10:00:00+02:00,260.0,35.0,199.0,15356.0,15168.0
2016-09-01 10:15:00+02:00,289.0,36.0,204.0,15374.0,15140.0
2016-09-01 10:30:00+02:00,319.0,38.0,214.0,15331.0,15215.0
2016-09-01 10:45:00+02:00,348.0,40.0,224.0,15373.0,15189.0
2016-09-01 11:00:00+02:00,377.0,43.0,234.0,15403.0,15235.0
2016-09-01 11:15:00+02:00,412.0,45.0,247.0,15485.0,15230.0
2016-09-01 11:30:00+02:00,448.0,47.0,257.0,15528.0,15221.0
2016-09-01 11:45:00+02:00,483.0,49.0,269.0,15542.0,15213.0
2016-09-01 12:00:00+02:00,518.0,51.0,279.0,15545.0,15066.0
2016-09-01 12:15:00+02:00,555.0,52.0,293.0,15516.0,14956.0
2016-09-01 12:30:00+02:00,591.0,54.0,307.0,15483.0,14829.0
2016-09-01 12:45:00+02:00,627.0,55.0,321.0,15435.0,14803.0
2016-09-01 13:00:00+02:00,664.0,56.0,337.0,15485.0,14878.0
2016-09-01 13:15:00+02:00,688.0,58.0,349.0,15551.0,14951.0
2016-09-01 13:30:00+02:00,712.0,59.0,360.0,15547.0,14904.0
2016-09-01 13:45:00+02:00,737.0,61.0,373.0,15507.0,14929.0
2016-09-01 14:00:00+02:00,761.0,62.0,383.0,15429.0,14910.0
2016-09-01 14:15:00+02:00,764.0,62.0,393.0,15787.0,14891.0
2016-09-01 14:30:00+02:00,767.0,60.0,402.0,12816.0,14824.0
2016-09-01 14:45:00+02:00,770.0,58.0,410.0,15795.0,14807.0
2016-09-01 15:00:00+02:00,773.0,57.0,417.0,15464.0,14786.0
2016-09-01 15:15:00+02:00,761.0,55.0,419.0,15499.0,14780.0
2016-09-01 15:30:00+02:00,749.0,52.0,418.0,15567.0,14791.0
2016-09-01 15:45:00+02:00,736.0,49.0,416.0,15530.0,14809.0
2016-09-01 16:00:00+02:00,724.0,47.0,412.0,15505.0,14849.0
2016-09-01 16:15:00+02:00,699.0,45.0,406.0,15541.0,14824.0
2016-09-01 16:30:00+02:00,674.0,45.0,395.0,15471.0,14827.0
2016-09-01 16:45:00+02:00,649.0,44.0,380.0,15511.0,14895.0
2016-09-01 17:00:00+02:00,624.0,44.0,370.0,15621.0,14905.0
2016-09-01 17:15:00+02:00,581.0,41.0,355.0,15607.0,14950.0
2016-09-01 17:30:00+02:00,538.0,37.0,337.0,15755.0,14921.0
2016-09-01 17:45:00+02:00,496.0,33.0,320.0,15731.0,14861.0
2016-09-01 18:00:00+02:00,453.0,28.0,303.0,15652.0,14598.0
2016-09-01 18:15:00+02:00,399.0,24.0,284.0,15431.0,14433.0
2016-09-01 18:30:00+02:00,346.0,20.0,263.0,15313.0,14339.0
2016-09-01 18:45:00+02:00,292.0,17.0,240.0,15268.0,14319.0
2016-09-01 19:00:00+02:00,238.0,13.0,218.0,15249.0,14249.0
2016-09-01 19:15:00+02:00,196.0,11.0,196.0,15250.0,14166.0
2016-09-01 19:30:00+02:00,153.0,9.0,174.0,15219.0,14092.0
2016-09-01 19:45:00+02:00,111.0,8.0,149.0,15160.0,14123.0
2016-09-01 20:00:00+02:00,68.0,7.0,127.0,15130.0,13999.0
2016-09-01 20:15:00+02:00,51.0,6.0,111.0,15085.0,14081.0
2016-09-01 20:30:00+02:00,34.0,6.0,106.0,15018.0,14274.0
2016-09-01 20:45:00+02:00,18.0,6.0,98.0,14976.0,14505.0
2016-09-01 21:00:00+02:00,1.0,5.0,92.0,15052.0,14360.0
2016-09-01 21:15:00+02:00,1.0,5.0,85.0,15191.0,14147.0
2016-09-01 21:30:00+02:00,0.0,5.0,74.0,15138.0,13991.0
2016-09-01 21:45:00+02:00,0.0,5.0,65.0,14935.0,13727.0
2016-09-01 22:00:00+02:00,0.0,5.0,54.0,14767.0,13409.0
2016-09-01 22:15:00+02:00,0.0,6.0,50.0,14554.0,13146.0
2016-09-01 22:30:00+02:00,0.0,8.0,49.0,14310.0,12909.0
2016-09-01 22:45:00+02:00,0.0,10.0,48.0,14062.0,12643.0
2016-09-01 23:00:00+02:00,0.0,12.0,46.0,13895.0,12544.0
2016-09-01 23:15:00+02:00,0.0,14.0,48.0,13768.0,12354.0
2016-09-01 23:30:00+02:00,0.0,17.0,53.0,13578.0,12084.0
2016-09-01 23:45:00+02:00,0.0,20.0,59.0,13288.0,11812.0
2016-09-02 00:00:00+02:00,0.0,23.0,65.0,13017.0,11549.0
2016-09-02 00:15:00+02:00,0.0,27.0,74.0,12714.0,11310.0
2016-09-02 00:30:00+02:00,0.0,31.0,89.0,12420.0,11072.0
2016-09-02 00:45:00+02:00,0.0,35.0,100.0,12222.0,10845.0
2016-09-02 01:00:00+02:00,0.0,40.0,113.0,12035.0,10713.0
2016-09-02 01:15:00+02:00,0.0,45.0,128.0,11829.0,10585.0
2016-09-02 01:30:00+02:00,0.0,50.0,149.0,11626.0,10450.0
2016-09-02 01:45:00+02:00,0.0,55.0,169.0,11501.0,10345.0
2016-09-02 02:00:00+02:00,0.0,85.0,354.0,11423.0,10314.0
2016-09-02 02:15:00+02:00,0.0,91.0,388.0,11374.0,10246.0
2016-09-02 02:30:00+02:00,0.0,91.0,396.0,11344.0,10243.0
2016-09-02 02:45:00+02:00,0.0,91.0,401.0,11282.0,10193.0
2016-09-02 03:00:00+02:00,0.0,92.0,412.0,11267.0,10157.0
2016-09-02 03:15:00+02:00,0.0,92.0,418.0,11246.0,10157.0
2016-09-02 03:30:00+02:00,0.0,93.0,425.0,11252.0,10086.0
2016-09-02 03:45:00+02:00,0.0,93.0,433.0,11224.0,10054.0
2016-09-02 04:00:00+02:00,0.0,93.0,441.0,11216.0,10105.0
2016-09-02 04:15:00+02:00,0.0,94.0,456.0,11217.0,10109.0
2016-09-02 04:30:00+02:00,0.0,96.0,477.0,11191.0,10151.0
2016-09-02 04:45:00+02:00,0.0,97.0,500.0,11169.0,10176.0
2016-09-02 05:00:00+02:00,0.0,99.0,521.0,11228.0,10241.0
2016-09-02 05:15:00+02:00,0.0,100.0,534.0,11345.0,10334.0
2016-09-02 05:30:00+02:00,0.0,99.0,539.0,11492.0,10487.0
2016-09-02 05:45:00+02:00,0.0,99.0,545.0,11683.0,10701.0
2016-09-02 06:00:00+02:00,0.0,99.0,550.0,11974.0,11070.0
2016-09-02 06:15:00+02:00,0.0,99.0,555.0,12236.0,11438.0
2016-09-02 06:30:00+02:00,0.0,100.0,561.0,12497.0,11737.0
2016-09-02 06:45:00+02:00,0.0,101.0,567.0,12759.0,11960.0
2016-09-02 07:00:00+02:00,0.0,102.0,573.0,13064.0,12413.0
2016-09-02 07:15:00+02:00,11.0,105.0,575.0,13374.0,12792.0
2016-09-02 07:30:00+02:00,22.0,108.0,579.0,13716.0,13231.0
2016-09-02 07:45:00+02:00,33.0,112.0,579.0,14098.0,13625.0
2016-09-02 08:00:00+02:00,44.0,115.0,579.0,14449.0,13967.0
2016-09-02 08:15:00+02:00,113.0,117.0,578.0,14682.0,14202.0
2016-09-02 08:30:00+02:00,182.0,117.0,576.0,14928.0,14384.0
2016-09-02 08:45:00+02:00,251.0,117.0,574.0,15138.0,14590.0
2016-09-02 09:00:00+02:00,321.0,117.0,572.0,15305.0,14727.0
2016-09-02 09:15:00+02:00,359.0,117.0,569.0,15408.0,14817.0
2016-09-02 09:30:00+02:00,397.0,117.0,567.0,15499.0,14791.0
2016-09-02 09:45:00+02:00,434.0,117.0,565.0,15627.0,14792.0
2016-09-02 10:00:00+02:00,472.0,117.0,563.0,15700.0,14814.0
2016-09-02 10:15:00+02:00,508.0,119.0,573.0,15756.0,14814.0
2016-09-02 10:30:00+02:00,544.0,121.0,594.0,15782.0,14811.0
2016-09-02 10:45:00+02:00,580.0,123.0,618.0,15794.0,14853.0
2016-09-02 11:00:00+02:00,616.0,126.0,640.0,15823.0,14871.0
2016-09-02 11:15:00+02:00,637.0,129.0,664.0,15885.0,14823.0
2016-09-02 11:30:00+02:00,658.0,132.0,689.0,15883.0,14850.0
2016-09-02 11:45:00+02:00,679.0,135.0,718.0,15864.0,14872.0
2016-09-02 12:00:00+02:00,699.0,138.0,741.0,15792.0,14765.0
2016-09-02 12:15:00+02:00,696.0,140.0,763.0,15709.0,14760.0
2016-09-02 12:30:00+02:00,694.0,141.0,782.0,15763.0,14707.0
2016-09-02 12:45:00+02:00,691.0,142.0,800.0,15700.0,14690.0
2016-09-02 13:00:00+02:00,688.0,143.0,818.0,15620.0,14705.0
2016-09-02 13:15:00+02:00,670.0,144.0,830.0,15660.0,14749.0
2016-09-02 13:30:00+02:00,653.0,145.0,835.0,15663.0,14719.0
2016-09-02 13:45:00+02:00,636.0,147.0,845.0,15622.0,14748.0
2016-09-02 14:00:00+02:00,619.0,148.0,851.0,15559.0,14709.0
2016-09-02 14:15:00+02:00,590.0,149.0,856.0,15501.0,14710.0
2016-09-02 14:30:00+02:00,561.0,150.0,864.0,15443.0,14715.0
2016-09-02 14:45:00+02:00,533.0,152.0,869.0,15423.0,14708.0
2016-09-02 15:00:00+02:00,504.0,153.0,876.0,15415.0,14678.0
2016-09-02 15:15:00+02:00,466.0,155.0,880.0,15352.0,14643.0
2016-09-02 15:30:00+02:00,428.0,157.0,877.0,15331.0,14672.0
2016-09-02 15:45:00+02:00,389.0,160.0,875.0,15377.0,14645.0
2016-09-02 16:00:00+02:00,351.0,162.0,875.0,15385.0,14645.0
2016-09-02 16:15:00+02:00,314.0,163.0,871.0,15370.0,14640.0
2016-09-02 16:30:00+02:00,277.0,163.0,866.0,15338.0,14616.0
2016-09-02 16:45:00+02:00,240.0,162.0,864.0,15411.0,14655.0
2016-09-02 17:00:00+02:00,203.0,162.0,859.0,15457.0,14659.0
2016-09-02 17:15:00+02:00,175.0,160.0,847.0,15486.0,14724.0
2016-09-02 17:30:00+02:00,148.0,157.0,825.0,15562.0,14742.0
2016-09-02 17:45:00+02:00,120.0,154.0,803.0,15556.0,14744.0
2016-09-02 18:00:00+02:00,93.0,151.0,781.0,15433.0,14507.0
2016-09-02 18:15:00+02:00,79.0,146.0,759.0,15238.0,14295.0
2016-09-02 18:30:00+02:00,66.0,140.0,736.0,15124.0,14201.0
2016-09-02 18:45:00+02:00,52.0,135.0,710.0,15035.0,14127.0
2016-09-02 19:00:00+02:00,39.0,129.0,686.0,15014.0,14000.0
2016-09-02 19:15:00+02:00,32.0,125.0,661.0,14920.0,13933.0
2016-09-02 19:30:00+02:00,26.0,123.0,635.0,14736.0,13870.0
2016-09-02 19:45:00+02:00,19.0,121.0,610.0,14677.0,13924.0
2016-09-02 20:00:00+02:00,13.0,119.0,586.0,14624.0,13909.0
2016-09-02 20:15:00+02:00,10.0,121.0,579.0,14581.0,13966.0
2016-09-02 20:30:00+02:00,7.0,125.0,593.0,14544.0,14064.0
2016-09-02 20:45:00+02:00,4.0,130.0,608.0,14514.0,13977.0
2016-09-02 21:00:00+02:00,1.0,135.0,623.0,14503.0,13755.0
2016-09-02 21:15:00+02:00,0.0,140.0,638.0,14522.0,13506.0
2016-09-02 21:30:00+02:00,0.0,144.0,653.0,14459.0,13308.0
2016-09-02 21:45:00+02:00,0.0,149.0,673.0,14355.0,13099.0
2016-09-02 22:00:00+02:00,0.0,154.0,689.0,14201.0,12845.0
2016-09-02 22:15:00+02:00,0.0,156.0,706.0,14038.0,12637.0
2016-09-02 22:30:00+02:00,0.0,156.0,723.0,13838.0,12421.0
2016-09-02 22:45:00+02:00,0.0,155.0,744.0,13613.0,12260.0
2016-09-02 23:00:00+02:00,0.0,155.0,760.0,13459.0,12177.0
2016-09-02 23:15:00+02:00,0.0,153.0,774.0,13295.0,12028.0
2016-09-02 23:30:00+02:00,0.0,149.0,779.0,13067.0,11843.0
2016-09-02 23:45:00+02:00,0.0,145.0,783.0,12827.0,11558.0
2016-09-03 00:00:00+02:00,0.0,140.0,789.0,12989.0,11288.0
2016-09-03 00:15:00+02:00,0.0,137.0,787.0,12698.0,11092.0
2016-09-03 00:30:00+02:00,0.0,134.0,775.0,12415.0,10879.0
2016-09-03 00:45:00+02:00,0.0,131.0,763.0,12179.0,10683.0
2016-09-03 01:00:00+02:00,0.0,129.0,750.0,11998.0,10484.0
2016-09-03 01:15:00+02:00,0.0,127.0,740.0,11802.0,10380.0
2016-09-03 01:30:00+02:00,0.0,126.0,727.0,11569.0,10174.0
2016-09-03 01:45:00+02:00,0.0,126.0,715.0,11382.0,10083.0
2016-09-03 02:00:00+02:00,0.0,125.0,705.0,11249.0,9967.0
2016-09-03 02:15:00+02:00,0.0,124.0,692.0,11153.0,9946.0
2016-09-03 02:30:00+02:00,0.0,122.0,679.0,11096.0,9853.0
2016-09-03 02:45:00+02:00,0.0,121.0,668.0,11055.0,9826.0
2016-09-03 03:00:00+02:00,0.0,119.0,656.0,11018.0,9775.0
2016-09-03 03:15:00+02:00,0.0,118.0,644.0,10995.0,9761.0
2016-09-03 03:30:00+02:00,0.0,116.0,635.0,10989.0,9694.0
2016-09-03 03:45:00+02:00,0.0,114.0,623.0,10950.0,9726.0
2016-09-03 04:00:00+02:00,0.0,112.0,615.0,10952.0,9716.0
2016-09-03 04:15:00+02:00,0.0,109.0,607.0,10941.0,9699.0
2016-09-03 04:30:00+02:00,0.0,104.0,607.0,10907.0,9697.0
2016-09-03 04:45:00+02:00,0.0,99.0,604.0,10896.0,9672.0
2016-09-03 05:00:00+02:00,0.0,94.0,607.0,10880.0,9682.0
2016-09-03 05:15:00+02:00,0.0,90.0,605.0,10881.0,9748.0
2016-09-03 05:30:00+02:00,0.0,87.0,601.0,10902.0,9750.0
2016-09-03 05:45:00+02:00,0.0,84.0,598.0,10900.0,9821.0
2016-09-03 06:00:00+02:00,0.0,80.0,595.0,10897.0,9958.0
2016-09-03 06:15:00+02:00,0.0,78.0,581.0,10933.0,10070.0
2016-09-03 06:30:00+02:00,0.0,75.0,562.0,10919.0,10199.0
2016-09-03 06:45:00+02:00,0.0,72.0,540.0,10965.0,10198.0
2016-09-03 07:00:00+02:00,0.0,70.0,519.0,11046.0,10352.0
2016-09-03 07:15:00+02:00,8.0,67.0,504.0,11143.0,10519.0
2016-09-03 07:30:00+02:00,16.0,63.0,495.0,11304.0,10692.0
2016-09-03 07:45:00+02:00,23.0,59.0,486.0,11445.0,10935.0
2016-09-03 08:00:00+02:00,31.0,54.0,479.0,11573.0,11224.0
2016-09-03 08:15:00+02:00,54.0,53.0,471.0,11642.0,11434.0
2016-09-03 08:30:00+02:00,76.0,54.0,460.0,11743.0,11662.0
2016-09-03 08:45:00+02:00,99.0,55.0,453.0,11980.0,11878.0
2016-09-03 09:00:00+02:00,121.0,56.0,441.0,12200.0,12077.0
2016-09-03 09:15:00+02:00,147.0,56.0,436.0,12306.0,12215.0
2016-09-03 09:30:00+02:00,172.0,55.0,435.0,12420.0,12343.0
2016-09-03 09:45:00+02:00,197.0,54.0,433.0,12522.0,12410.0
2016-09-03 10:00:00+02:00,223.0,53.0,429.0,12571.0,12484.0
2016-09-03 10:15:00+02:00,257.0,54.0,426.0,12548.0,12478.0
2016-09-03 10:30:00+02:00,292.0,55.0,422.0,12490.0,12486.0
2016-09-03 10:45:00+02:00,326.0,56.0,421.0,12453.0,12462.0
2016-09-03 11:00:00+02:00,361.0,57.0,416.0,12455.0,12467.0
2016-09-03 11:15:00+02:00,401.0,58.0,413.0,12463.0,12410.0
2016-09-03 11:30:00+02:00,442.0,57.0,406.0,12422.0,12340.0
2016-09-03 11:45:00+02:00,482.0,57.0,400.0,12390.0,12343.0
2016-09-03 12:00:00+02:00,523.0,57.0,396.0,12361.0,12304.0
2016-09-03 12:15:00+02:00,555.0,57.0,393.0,12255.0,12256.0
2016-09-03 12:30:00+02:00,586.0,57.0,395.0,12145.0,12154.0
2016-09-03 12:45:00+02:00,618.0,57.0,396.0,12096.0,12092.0
2016-09-03 13:00:00+02:00,649.0,57.0,399.0,12070.0,12059.0
2016-09-03 13:15:00+02:00,663.0,58.0,404.0,12026.0,12014.0
2016-09-03 13:30:00+02:00,677.0,59.0,417.0,11955.0,11990.0
2016-09-03 13:45:00+02:00,691.0,60.0,431.0,11915.0,11948.0
2016-09-03 14:00:00+02:00,705.0,62.0,444.0,11917.0,11919.0
2016-09-03 14:15:00+02:00,700.0,64.0,449.0,11838.0,11884.0
2016-09-03 14:30:00+02:00,696.0,68.0,448.0,11769.0,11810.0
2016-09-03 14:45:00+02:00,691.0,72.0,448.0,11707.0,11737.0
2016-09-03 15:00:00+02:00,687.0,76.0,448.0,11654.0,11705.0
2016-09-03 15:15:00+02:00,673.0,79.0,447.0,11629.0,11717.0
2016-09-03 15:30:00+02:00,659.0,82.0,451.0,11636.0,11747.0
2016-09-03 15:45:00+02:00,645.0,85.0,454.0,11687.0,11798.0
2016-09-03 16:00:00+02:00,632.0,88.0,458.0,11720.0,11780.0
2016-09-03 16:15:00+02:00,605.0,90.0,457.0,11794.0,11810.0
2016-09-03 16:30:00+02:00,579.0,91.0,449.0,11906.0,11856.0
2016-09-03 16:45:00+02:00,552.0,92.0,442.0,11986.0,11951.0
