,Solar,Wind Offshore,Wind Onshore,Forecasted Load,Actual Load
2020-06-01 00:00:00+02:00,0.0,392.0,824.0,11592.0,10558.0
2020-06-01 00:15:00+02:00,0.0,391.0,822.0,11526.0,10469.0
2020-06-01 00:30:00+02:00,0.0,394.0,819.0,11419.0,10322.0
2020-06-01 00:45:00+02:00,0.0,397.0,815.0,11308.0,10203.0
2020-06-01 01:00:00+02:00,0.0,399.0,811.0,11218.0,10026.0
2020-06-01 01:15:00+02:00,0.0,402.0,802.0,11126.0,9919.0
2020-06-01 01:30:00+02:00,0.0,405.0,786.0,11045.0,9853.0
2020-06-01 01:45:00+02:00,0.0,408.0,769.0,10966.0,9747.0
2020-06-01 02:00:00+02:00,0.0,411.0,754.0,10909.0,9691.0
2020-06-01 02:15:00+02:00,0.0,413.0,739.0,10876.0,9608.0
2020-06-01 02:30:00+02:00,0.0,414.0,730.0,10872.0,9567.0
2020-06-01 02:45:00+02:00,0.0,414.0,721.0,10857.0,9546.0
2020-06-01 03:00:00+02:00,0.0,415.0,712.0,10848.0,9543.0
2020-06-01 03:15:00+02:00,0.0,411.0,700.0,10835.0,9530.0
2020-06-01 03:30:00+02:00,6.0,402.0,683.0,10819.0,9486.0
2020-06-01 03:45:00+02:00,10.0,393.0,668.0,10821.0,9458.0
2020-06-01 04:00:00+02:00,13.0,384.0,651.0,10838.0,9489.0
2020-06-01 04:15:00+02:00,85.0,376.0,633.0,10874.0,9496.0
2020-06-01 04:30:00+02:00,154.0,367.0,609.0,10905.0,9475.0
2020-06-01 04:45:00+02:00,226.0,358.0,588.0,10937.0,9488.0
2020-06-01 05:00:00+02:00,297.0,350.0,565.0,10994.0,9432.0
2020-06-01 05:15:00+02:00,385.0,344.0,550.0,11067.0,9363.0
2020-06-01 05:30:00+02:00,471.0,342.0,537.0,11103.0,9299.0
2020-06-01 05:45:00+02:00,556.0,340.0,526.0,11161.0,9239.0
