,Solar,Wind Offshore,Wind Onshore,Forecasted Load,Actual Load
2022-09-01 00:00:00+02:00,0.0,1261.0,2791.0,12150.0,11124.0
2022-09-01 00:15:00+02:00,0.0,1252.0,2768.0,11984.0,10992.0
2022-09-01 00:30:00+02:00,0.0,1243.0,2738.0,11841.0,10826.0
2022-09-01 00:45:00+02:00,0.0,1234.0,2711.0,11716.0,10691.0
2022-09-01 01:00:00+02:00,0.0,1225.0,2685.0,11603.0,10589.0
2022-09-01 01:15:00+02:00,0.0,1212.0,2656.0,11539.0,10500.0
2022-09-01 01:30:00+02:00,0.0,1195.0,2623.0,11498.0,10398.0
2022-09-01 01:45:00+02:00,0.0,1179.0,2592.0,11414.0,10321.0
2022-09-01 02:00:00+02:00,0.0,1163.0,2561.0,11343.0,10262.0
2022-09-01 02:15:00+02:00,0.0,1147.0,2523.0,11286.0,10206.0
2022-09-01 02:30:00+02:00,0.0,1132.0,2475.0,11256.0,10130.0
2022-09-01 02:45:00+02:00,0.0,1117.0,2426.0,11211.0,10073.0
2022-09-01 03:00:00+02:00,0.0,1102.0,2380.0,11187.0,10042.0
2022-09-01 03:15:00+02:00,0.0,1087.0,2331.0,11163.0,10005.0
2022-09-01 03:30:00+02:00,0.0,1071.0,2280.0,11133.0,9952.0
2022-09-01 03:45:00+02:00,0.0,1055.0,2230.0,11111.0,9932.0
2022-09-01 04:00:00+02:00,0.0,1039.0,2179.0,11106.0,9880.0
2022-09-01 04:15:00+02:00,0.0,1022.0,2128.0,11122.0,9916.0
2022-09-01 04:30:00+02:00,0.0,1005.0,2076.0,11113.0,9920.0
2022-09-01 04:45:00+02:00,0.0,988.0,2023.0,11128.0,9948.0
2022-09-01 05:00:00+02:00,0.0,971.0,1973.0,11186.0,10015.0
2022-09-01 05:15:00+02:00,0.0,957.0,1927.0,11241.0,10066.0
2022-09-01 05:30:00+02:00,0.0,944.0,1888.0,11282.0,10212.0
2022-09-01 05:45:00+02:00,0.0,932.0,1850.0,11321.0,10337.0
2022-09-01 06:00:00+02:00,0.0,920.0,1808.0,11425.0,10606.0
2022-09-01 06:15:00+02:00,0.0,906.0,1770.0,11566.0,10865.0
2022-09-01 06:30:00+02:00,0.0,890.0,1727.0,11648.0,11071.0
2022-09-01 06:45:00+02:00,0.0,875.0,1690.0,11725.0,11226.0
2022-09-01 07:00:00+02:00,0.0,860.0,1648.0,11818.0,11543.0
2022-09-01 07:15:00+02:00,51.0,843.0,1608.0,11846.0,11731.0
2022-09-01 07:30:00+02:00,103.0,826.0,1566.0,11811.0,11778.0
2022-09-01 07:45:00+02:00,155.0,808.0,1524.0,11831.0,11797.0
2022-09-01 08:00:00+02:00,207.0,791.0,1484.0,11826.0,11739.0
2022-09-01 08:15:00+02:00,585.0,763.0,1414.0,11744.0,11659.0
2022-09-01 08:30:00+02:00,964.0,724.0,1317.0,11596.0,11511.0
2022-09-01 08:45:00+02:00,1341.0,685.0,1222.0,11466.0,11338.0
2022-09-01 09:00:00+02:00,1721.0,646.0,1124.0,11317.0,11083.0
2022-09-01 09:15:00+02:00,2092.0,609.0,1042.0,11122.0,10814.0
2022-09-01 09:30:00+02:00,2466.0,575.0,971.0,10868.0,10530.0
