,Solar,Wind Offshore,Wind Onshore,Forecasted Load,Actual Load
2022-03-01 00:00:00+01:00,0.0,881.0,2235.0,11384.0,11419.0
2022-03-01 00:15:00+01:00,0.0,890.0,2212.0,11337.0,11267.0
2022-03-01 00:30:00+01:00,0.0,904.0,2190.0,11249.0,11109.0
2022-03-01 00:45:00+01:00,0.0,918.0,2161.0,11162.0,10949.0
2022-03-01 01:00:00+01:00,0.0,932.0,2134.0,11078.0,10805.0
2022-03-01 01:15:00+01:00,0.0,934.0,2113.0,11017.0,10679.0
2022-03-01 01:30:00+01:00,0.0,925.0,2097.0,10946.0,10597.0
2022-03-01 01:45:00+01:00,0.0,915.0,2081.0,10891.0,10541.0
2022-03-01 02:00:00+01:00,0.0,906.0,2063.0,10831.0,10493.0
2022-03-01 02:15:00+01:00,0.0,895.0,2045.0,10816.0,10487.0
2022-03-01 02:30:00+01:00,0.0,881.0,2027.0,10797.0,10417.0
2022-03-01 02:45:00+01:00,0.0,868.0,2008.0,10757.0,10345.0
2022-03-01 03:00:00+01:00,0.0,854.0,1989.0,10776.0,10343.0
2022-03-01 03:15:00+01:00,0.0,840.0,1970.0,10788.0,10316.0
2022-03-01 03:30:00+01:00,0.0,825.0,1948.0,10779.0,10310.0
2022-03-01 03:45:00+01:00,0.0,811.0,1926.0,10813.0,10293.0
2022-03-01 04:00:00+01:00,0.0,796.0,1906.0,10825.0,10331.0
2022-03-01 04:15:00+01:00,0.0,771.0,1862.0,10867.0,10334.0
2022-03-01 04:30:00+01:00,0.0,737.0,1795.0,10925.0,10386.0
2022-03-01 04:45:00+01:00,0.0,703.0,1730.0,10968.0,10449.0
2022-03-01 05:00:00+01:00,0.0,669.0,1663.0,11023.0,10622.0
2022-03-01 05:15:00+01:00,0.0,639.0,1600.0,11185.0,10770.0
2022-03-01 05:30:00+01:00,0.0,613.0,1533.0,11371.0,10933.0
2022-03-01 05:45:00+01:00,0.0,588.0,1467.0,11491.0,11104.0
2022-03-01 06:00:00+01:00,0.0,562.0,1404.0,11707.0,11417.0
