,Solar,Wind Offshore,Wind Onshore,Forecasted Load,Actual Load
2021-09-01 00:00:00+02:00,0.0,284.0,289.0,11351.0,11507.0
2021-09-01 00:15:00+02:00,0.0,266.0,273.0,11233.0,11398.0
2021-09-01 00:30:00+02:00,0.0,249.0,257.0,11097.0,11270.0
2021-09-01 00:45:00+02:00,0.0,231.0,241.0,10950.0,11091.0
2021-09-01 01:00:00+02:00,0.0,214.0,225.0,10836.0,10992.0
2021-09-01 01:15:00+02:00,0.0,200.0,211.0,10755.0,10894.0
2021-09-01 01:30:00+02:00,0.0,191.0,201.0,10673.0,10817.0
2021-09-01 01:45:00+02:00,0.0,181.0,191.0,10586.0,10735.0
2021-09-01 02:00:00+02:00,0.0,171.0,180.0,10499.0,10695.0
2021-09-01 02:15:00+02:00,0.0,163.0,170.0,10459.0,10670.0
2021-09-01 02:30:00+02:00,0.0,158.0,159.0,10404.0,10625.0
2021-09-01 02:45:00+02:00,0.0,152.0,150.0,10383.0,10603.0
2021-09-01 03:00:00+02:00,0.0,146.0,139.0,10395.0,10576.0
2021-09-01 03:15:00+02:00,0.0,137.0,129.0,10406.0,10488.0
2021-09-01 03:30:00+02:00,0.0,125.0,121.0,10369.0,10434.0
2021-09-01 03:45:00+02:00,0.0,113.0,114.0,10344.0,10452.0
2021-09-01 04:00:00+02:00,0.0,101.0,106.0,10315.0,10464.0
2021-09-01 04:15:00+02:00,0.0,97.0,100.0,10335.0,10497.0
2021-09-01 04:30:00+02:00,0.0,99.0,95.0,10328.0,10536.0
2021-09-01 04:45:00+02:00,0.0,102.0,91.0,10352.0,10603.0
2021-09-01 05:00:00+02:00,0.0,104.0,86.0,10461.0,10685.0
2021-09-01 05:15:00+02:00,38.0,104.0,83.0,10536.0,10727.0
2021-09-01 05:30:00+02:00,69.0,101.0,82.0,10644.0,10875.0
2021-09-01 05:45:00+02:00,108.0,98.0,81.0,10756.0,11004.0
2021-09-01 06:00:00+02:00,141.0,95.0,79.0,10960.0,11286.0
2021-09-01 06:15:00+02:00,215.0,95.0,79.0,11089.0,11592.0
2021-09-01 06:30:00+02:00,288.0,100.0,80.0,11165.0,11844.0
2021-09-01 06:45:00+02:00,363.0,105.0,80.0,11302.0,12025.0
2021-09-01 07:00:00+02:00,438.0,109.0,82.0,11502.0,12441.0
2021-09-01 07:15:00+02:00,534.0,109.0,82.0,11620.0,12756.0
2021-09-01 07:30:00+02:00,633.0,103.0,86.0,11728.0,13049.0
2021-09-01 07:45:00+02:00,731.0,98.0,87.0,11812.0,13309.0
2021-09-01 08:00:00+02:00,830.0,92.0,91.0,11905.0,13510.0
2021-09-01 08:15:00+02:00,954.0,91.0,92.0,11951.0,13650.0
2021-09-01 08:30:00+02:00,1079.0,95.0,93.0,11959.0,13811.0
